payment_id,order_id,payment_method,payment_date,amount
720,720,Card,2025-07-14,4314.84
721,721,Cash,2026-03-29,1975.79
722,722,Card,2025-09-30,4199.26
723,723,Cash,2025-06-24,6062.65
724,724,Card,2025-02-15,8673.34
725,725,PayPal,2026-06-18,5437.81
726,726,Cash,2025-04-20,4015.66
727,727,PayPal,2026-04-23,6465.31
728,728,Card,2026-03-24,5333.68
729,729,Card,2024-07-14,19429.38
730,730,PayPal,2025-03-13,11736.8
731,731,Cash,2024-07-01,104.88
732,732,Card,2026-06-09,3419.07
733,733,Card,2026-03-24,438.28
734,734,Card,2025-03-29,4516.38
735,735,Card,2026-05-10,2185.62
736,736,PayPal,2024-09-23,9525.43
737,737,PayPal,2025-07-16,6516.37
738,738,Card,2024-11-18,9801.14
739,739,Card,2025-12-31,25.85
740,740,Card,2025-06-26,8647.87
741,741,Card,2024-10-15,5066.76
742,742,Cash,2025-07-27,1006.35
743,743,PayPal,2024-10-13,1992.92
744,744,Card,2025-11-20,1458.47
745,745,Card,2025-07-20,4124.15
746,746,Card,2025-12-02,1800.57
747,747,PayPal,2024-09-29,1247.53
748,748,Card,2024-07-28,131.38
749,749,PayPal,2024-08-22,9463.63
750,750,Card,2025-09-22,1129.95
751,751,Card,2026-01-20,4814.63
752,752,Card,2025-12-19,4316.04
753,753,PayPal,2025-06-27,6444.95
754,754,PayPal,2025-09-01,5261.69
755,755,Card,2025-04-24,7476.22
756,756,Card,2025-07-23,10886.92
757,757,Card,2025-05-11,6741.59
758,758,Cash,2025-02-20,12272.79
759,759,Card,2024-11-26,4211.72
760,760,Card,2025-11-21,3777.44
761,761,Card,2026-02-26,459.96
762,762,Cash,2025-10-25,4192.85
763,763,Card,2025-08-04,5378.96
764,764,Cash,2024-11-04,13075.37
765,765,Cash,2026-04-22,1291.62
766,766,PayPal,2025-02-22,6058.63
767,767,Card,2026-03-23,1059.06
768,768,Card,2025-02-05,3276.4
769,769,Card,2026-01-03,59.94
770,770,Card,2025-12-01,6440.44
771,771,Card,2025-03-25,14618.97
772,772,Cash,2025-08-24,9928.62
773,773,Card,2025-05-20,1392.76
774,774,Card,2024-12-28,5014.76
775,775,PayPal,2025-08-04,1278.7
776,776,Card,2024-09-11,692.96
777,777,Card,2025-05-16,504.65
778,778,Card,2025-10-01,169.0
779,779,Card,2025-03-14,6426.36
780,780,Cash,2025-04-24,12265.67
781,781,Card,2025-12-26,263.27
782,782,Card,2025-03-09,329.47
783,783,Cash,2025-04-03,10676.79
784,784,Card,2024-10-24,9099.05
785,785,PayPal,2025-05-12,4991.88
786,786,PayPal,2025-02-12,3592.17
787,787,Card,2025-07-28,4568.89
788,788,Card,2026-04-06,7721.66
789,789,Card,2026-04-14,10811.58
790,790,Cash,2024-06-30,12884.77
791,791,Card,2026-06-01,2421.39
792,792,Cash,2025-03-28,625.69
793,793,Card,2025-08-25,89.91
794,794,Cash,2025-08-29,556.2
795,795,Card,2025-02-02,2305.99
796,796,PayPal,2025-10-29,45.78
797,797,Card,2026-06-14,262.76
798,798,Card,2026-01-04,8007.2
799,799,Card,2026-06-17,333.72
800,800,Card,2025-08-10,1362.72
801,801,Card,2026-05-10,9080.61
802,802,PayPal,2025-07-15,14606.8
803,803,Card,2025-03-05,1438.23
804,804,Card,2025-05-13,6828.38
805,805,PayPal,2024-09-20,5419.36
806,806,Card,2026-06-15,11969.65
807,807,Card,2025-12-12,1738.75
808,808,Card,2025-06-18,5371.17
809,809,PayPal,2025-07-16,9295.12
810,810,Card,2025-06-12,1080.42
811,811,Card,2025-09-20,656.32
812,812,PayPal,2026-06-09,2259.18
813,813,Card,2024-11-28,12828.99
814,814,Cash,2026-06-17,664.74
815,815,Cash,2024-11-20,7814.63
816,816,Card,2025-12-16,658.54
817,817,Cash,2026-06-18,1191.38
818,818,Card,2025-04-06,1313.08
819,819,Card,2026-06-12,10486.18
820,820,PayPal,2025-04-29,1185.11
821,821,Card,2026-01-23,916.48
822,822,PayPal,2025-10-16,11270.5
823,823,Card,2026-04-27,3846.12
824,824,Card,2025-02-26,1362.82
825,825,PayPal,2024-07-17,4211.42
826,826,PayPal,2026-03-19,1542.3
827,827,Card,2025-07-24,318.45
828,828,Card,2026-02-25,6498.71
829,829,Card,2025-05-24,22659.91
830,830,Card,2025-03-23,141.69
831,831,Card,2025-03-23,1998.12
832,832,PayPal,2026-01-05,5123.36
833,833,Card,2024-12-16,4347.06
834,834,PayPal,2025-05-27,863.86
835,835,Card,2026-04-02,6665.18
836,836,Card,2025-07-17,211.25
837,837,PayPal,2025-03-03,9061.76
838,838,Card,2025-07-27,999.61
839,839,Card,2025-06-14,792.77
840,840,Card,2026-05-17,2978.97
841,841,Card,2026-04-24,19343.4
842,842,Cash,2024-10-08,12711.88
843,843,PayPal,2025-04-07,4497.86
844,844,Card,2025-10-19,1483.62
845,845,Card,2026-04-30,1325.64
846,846,Card,2024-08-16,2981.79
847,847,PayPal,2024-11-20,5188.11
848,848,Card,2025-09-12,1840.49
849,849,PayPal,2025-04-01,16359.36
850,850,Card,2026-01-19,7387.77
851,851,Card,2026-02-05,9497.89
852,852,Card,2025-02-19,5728.48
853,853,Card,2025-05-27,961.02
854,854,Cash,2026-03-27,10028.29
855,855,Card,2024-12-20,5541.19
856,856,Card,2024-07-28,8044.69
857,857,PayPal,2024-09-07,3260.86
858,858,PayPal,2026-01-30,15581.5
859,859,Card,2025-10-21,1428.32
860,860,PayPal,2024-11-14,3911.55
861,861,Cash,2024-12-21,4892.35
862,862,Card,2025-05-07,366.12
863,863,PayPal,2025-03-16,6527.67
864,864,Card,2025-06-01,5921.06
865,865,PayPal,2025-01-21,4775.13
866,866,Card,2026-02-19,219.0
867,867,PayPal,2024-11-02,7455.45
868,868,Card,2026-05-22,11543.35
869,869,Card,2024-12-05,9165.65
870,870,Card,2026-02-11,4456.31
871,871,Card,2025-09-03,3178.68
872,872,PayPal,2024-07-11,12349.65
873,873,Card,2026-04-28,5214.86
874,874,PayPal,2026-04-11,16325.18
875,875,Card,2024-08-21,9523.92
876,876,Card,2024-08-13,7803.55
877,877,Card,2026-04-21,501.74
878,878,Card,2025-04-26,732.24
879,879,Card,2025-02-16,5652.93
880,880,Card,2025-09-16,2416.52
881,881,PayPal,2026-01-27,12116.89
882,882,Card,2024-07-21,2593.85
883,883,Card,2025-11-30,128.37
884,884,Card,2024-07-27,12960.9
885,885,Card,2025-11-18,162.9
886,886,PayPal,2025-10-01,741.6
887,887,Cash,2026-04-03,6846.55
888,888,Card,2025-02-20,4415.46
889,889,Card,2024-10-11,229.12
890,890,Card,2025-01-04,9620.05
891,891,Cash,2025-02-04,12544.98
892,892,Cash,2024-12-01,475.64
893,893,Card,2026-02-11,1877.16
894,894,Cash,2024-07-29,12571.43
895,895,Card,2024-07-17,16334.27
896,896,Card,2025-04-11,99.32
897,897,PayPal,2025-12-25,3267.76
898,898,PayPal,2025-01-29,2883.77
899,899,Card,2024-12-21,4230.44
900,900,Card,2025-01-13,789.91
901,901,Card,2025-03-25,11747.54
902,902,Cash,2026-02-28,9489.44
903,903,Cash,2024-08-31,8184.64
904,904,PayPal,2025-02-19,7400.07
905,905,Card,2025-10-30,4823.36
906,906,Card,2026-03-08,6527.71
907,907,Card,2024-09-23,3677.91
908,908,Card,2025-04-19,5713.28
909,909,Card,2025-05-24,9082.51
910,910,Card,2026-01-20,6936.69
911,911,Card,2024-09-27,2877.9
912,912,Card,2025-11-27,7317.58
913,913,Card,2025-06-28,6616.17
914,914,Card,2025-12-28,164.08
915,915,PayPal,2026-06-22,1934.14
916,916,Card,2025-02-17,4133.95
917,917,Card,2025-06-24,3357.78
918,918,Card,2024-12-27,6780.23
919,919,Cash,2025-09-09,697.35
920,920,Card,2026-01-03,2717.78
921,921,Card,2026-05-09,16468.4
922,922,Card,2025-01-03,3206.48
923,923,PayPal,2024-10-04,6756.15
924,924,Card,2024-07-29,4792.2
925,925,PayPal,2025-06-06,8647.91
926,926,Card,2024-09-05,13663.9
927,927,PayPal,2025-08-30,380.64
928,928,Card,2024-06-29,1939.36
929,929,Cash,2026-03-26,7478.43
930,930,Cash,2025-02-06,5057.12
931,931,Card,2024-07-15,9019.2
932,932,Card,2025-02-19,7942.65
933,933,Card,2026-06-02,3330.2
934,934,Card,2026-06-10,2130.59
935,935,PayPal,2025-04-23,7247.88
936,936,Card,2025-11-18,1908.1
937,937,PayPal,2025-10-14,16699.88
938,938,Card,2026-01-05,9302.41
939,939,PayPal,2026-03-23,4786.5
940,940,Card,2026-05-09,3883.63
941,941,Card,2024-10-03,7208.63
942,942,Card,2025-05-19,841.98
943,943,Card,2025-11-19,1768.9
944,944,Card,2024-11-19,14330.97
945,945,Card,2025-11-20,2478.95
946,946,PayPal,2026-01-31,3905.3
947,947,Card,2025-06-23,730.45
948,948,Card,2025-06-20,2550.96
949,949,Card,2025-02-19,488.75
950,950,PayPal,2026-03-17,3884.19
951,951,Card,2026-01-06,4280.4
952,952,Card,2024-08-19,1334.69
953,953,PayPal,2024-12-31,8135.49
954,954,Card,2025-12-08,458.24
955,955,Card,2025-09-13,3409.1
956,956,Card,2024-11-20,5904.68
957,957,Card,2025-11-26,10605.51
958,958,Cash,2024-09-25,7630.35
959,959,Card,2025-09-14,3086.2
960,960,Cash,2025-10-04,8881.49
961,961,PayPal,2026-03-27,1179.41
962,962,Card,2024-11-10,4142.12
963,963,Card,2025-05-08,1832.09
964,964,Card,2025-11-30,236.74
965,965,Card,2024-11-26,5407.44
966,966,Card,2024-12-06,1800.49
967,967,Card,2024-09-05,16552.34
968,968,Card,2025-10-22,458.24
969,969,Cash,2026-04-14,18350.59
970,970,PayPal,2025-05-25,3040.98
971,971,Card,2026-01-25,3424.83
972,972,Card,2025-03-16,7233.62
973,973,Card,2024-08-15,1865.46
974,974,Card,2024-10-12,12246.89
975,975,Card,2026-02-24,4360.67
976,976,Card,2026-05-06,2086.51
977,977,Cash,2026-04-26,1429.5
978,978,PayPal,2026-01-12,134.5
979,979,PayPal,2025-03-23,4080.45
980,980,Card,2026-06-15,79.24
981,981,Card,2025-05-02,20237.4
982,982,Card,2026-06-24,1284.41
983,983,Card,2025-06-15,182.54
984,984,Card,2025-06-22,385.72
985,985,Card,2024-06-26,4337.16
986,986,PayPal,2025-05-08,6789.54
987,987,PayPal,2026-01-06,2725.6
988,988,Card,2024-07-20,5329.1
989,989,Card,2024-09-07,8735.0
990,990,Card,2025-03-16,2470.05
991,991,Card,2025-06-29,568.32
992,992,Card,2024-08-01,1670.22
993,993,Card,2025-11-10,3555.9
994,994,PayPal,2026-06-04,371.05
995,995,Cash,2025-10-23,5340.23
996,996,PayPal,2026-05-11,19351.8
997,997,Card,2025-07-11,1269.33
998,998,Card,2026-04-20,7132.8
999,999,Card,2025-07-17,11534.72
1000,1000,Card,2025-08-21,9532.67
1001,1001,Card,2024-10-29,5082.27
1002,1002,PayPal,2025-08-12,7949.54
1003,1003,Card,2024-09-14,4083.91
1004,1004,PayPal,2025-01-11,14294.42
1005,1005,PayPal,2026-03-07,3127.28
1006,1006,Card,2025-02-13,7954.39
1007,1007,Card,2025-11-07,8773.13
1008,1008,Card,2025-02-11,5682.86
1009,1009,Card,2025-06-11,1006.35
1010,1010,PayPal,2024-09-30,20838.8
1011,1011,Cash,2025-05-20,13766.42
1012,1012,Card,2025-04-27,5912.46
1013,1013,Card,2026-05-22,1191.2
1014,1014,PayPal,2025-02-27,4211.43
1015,1015,Cash,2024-08-03,1730.03
1016,1016,Card,2025-04-07,3748.48
1017,1017,PayPal,2026-04-28,4474.11
1018,1018,PayPal,2026-06-03,47.23
1019,1019,PayPal,2024-11-23,1971.26
1020,1020,Card,2026-04-11,7383.63
1021,1021,Card,2024-10-24,219.14
1022,1022,Card,2025-02-18,2656.1
1023,1023,Card,2025-06-13,7089.8
1024,1024,Card,2025-01-15,4837.65
1025,1025,Card,2026-02-27,277.77
1026,1026,Card,2025-12-15,722.69
1027,1027,Card,2025-04-29,13634.25
1028,1028,Card,2025-08-23,8268.95
1029,1029,Card,2024-08-14,7432.81
1030,1030,PayPal,2025-05-29,4421.32
1031,1031,Card,2025-01-24,310.37
1032,1032,Card,2024-12-14,212.3
1033,1033,Card,2025-06-05,13592.98
1034,1034,Card,2025-08-26,10712.24
1035,1035,Card,2025-03-24,10182.47
1036,1036,Card,2025-04-28,5397.72
1037,1037,Card,2025-11-20,718.17
1038,1038,Card,2025-08-30,16460.02
1039,1039,Card,2026-01-15,605.89
1040,1040,Card,2026-02-06,11551.65
1041,1041,Cash,2026-04-27,6168.87
1042,1042,Card,2026-03-30,9884.13
1043,1043,PayPal,2025-05-18,14483.82
1044,1044,PayPal,2025-03-25,8659.48
1045,1045,Card,2025-01-02,346.58
1046,1046,PayPal,2024-12-03,1932.66
1047,1047,Cash,2024-09-17,4264.77
1048,1048,PayPal,2025-07-18,8335.58
1049,1049,Cash,2025-08-23,713.24
1050,1050,Card,2026-05-13,1434.11
1051,1051,Card,2024-07-31,1708.53
1052,1052,Card,2025-11-24,11280.87
1053,1053,PayPal,2026-02-18,1253.2
1054,1054,Card,2024-10-24,11551.12
1055,1055,Card,2024-07-28,2206.84
1056,1056,Card,2024-07-11,1160.57
1057,1057,Card,2024-07-12,4425.93
1058,1058,PayPal,2026-05-30,1281.36
1059,1059,Card,2024-11-26,199.12
1060,1060,Cash,2025-08-17,163.07
1061,1061,Card,2024-09-02,2556.8
1062,1062,Card,2024-10-10,8605.91
1063,1063,Cash,2024-07-02,274.83
1064,1064,Card,2024-09-07,20174.13
1065,1065,Cash,2025-04-23,1468.3
1066,1066,Card,2025-08-06,5407.44
1067,1067,Card,2025-12-07,15605.5
1068,1068,Card,2026-05-12,1553.05
1069,1069,Card,2026-05-25,12511.88
1070,1070,Card,2026-04-10,1136.64
1071,1071,PayPal,2025-05-23,5040.19
1072,1072,PayPal,2025-10-15,7771.75
1073,1073,Cash,2024-09-03,3815.08
1074,1074,PayPal,2026-06-14,1805.88
1075,1075,PayPal,2024-12-26,7871.3
1076,1076,Cash,2024-10-16,3355.63
1077,1077,Card,2025-10-29,366.44
1078,1078,Card,2026-04-04,6132.5
1079,1079,Cash,2024-09-27,5163.9
1080,1080,Card,2024-10-30,3925.43
1081,1081,PayPal,2026-05-28,601.0
1082,1082,Card,2025-02-06,4586.08
1083,1083,Card,2025-05-09,128.37
1084,1084,PayPal,2025-02-27,1489.47
1085,1085,PayPal,2025-12-26,11763.76
1086,1086,Card,2025-04-30,4619.36
1087,1087,PayPal,2024-07-28,1438.68
1088,1088,PayPal,2024-11-08,7738.04
1089,1089,Card,2025-03-26,2856.74
1090,1090,Card,2025-11-23,2450.82
1091,1091,Card,2025-11-01,1325.08
1092,1092,Card,2025-06-07,2448.39
1093,1093,Cash,2024-08-07,7922.18
1094,1094,Cash,2024-09-07,4903.14
1095,1095,Card,2025-10-06,3756.65
1096,1096,Card,2024-08-24,4526.36
1097,1097,Card,2024-10-25,328.16
1098,1098,Cash,2025-03-20,8036.9
1099,1099,PayPal,2025-03-01,4331.61
1100,1100,Card,2025-05-26,8474.04
1101,1101,Cash,2024-08-11,6717.69
1102,1102,Card,2026-05-26,768.16
1103,1103,PayPal,2025-06-25,4854.52
1104,1104,Card,2025-12-06,12994.22
1105,1105,Cash,2024-09-26,9331.84
1106,1106,Cash,2025-10-07,7989.4
1107,1107,Card,2025-06-10,3413.93
1108,1108,Cash,2024-06-30,8818.14
1109,1109,PayPal,2024-07-09,530.37
1110,1110,Cash,2026-05-11,1241.6
1111,1111,Card,2025-12-03,2192.83
1112,1112,PayPal,2025-02-23,485.25
1113,1113,PayPal,2024-08-09,7097.39
1114,1114,PayPal,2025-01-01,6898.78
1115,1115,PayPal,2025-07-24,7748.18
1116,1116,Card,2025-10-10,18112.14
1117,1117,PayPal,2026-02-01,8596.43
1118,1118,Cash,2025-09-23,9946.32
1119,1119,Card,2026-05-27,9995.51
1120,1120,PayPal,2026-04-27,22465.22
1121,1121,Card,2025-07-01,5215.58
1122,1122,Card,2025-05-09,4002.82
1123,1123,Card,2025-04-09,19978.13
1124,1124,Cash,2026-01-19,2408.07
1125,1125,Card,2025-10-12,1627.12
1126,1126,Card,2026-02-27,4977.5
1127,1127,Card,2025-01-15,3961.15
1128,1128,Card,2025-11-26,149.85
1129,1129,PayPal,2024-11-22,13659.2
1130,1130,Card,2024-06-26,9365.68
1131,1131,Card,2026-05-22,4426.43
1132,1132,PayPal,2024-08-04,4926.26
1133,1133,Card,2024-10-10,459.96
1134,1134,Card,2024-11-18,12683.61
1135,1135,Card,2024-10-27,2256.28
1136,1136,Card,2024-12-10,2038.87
1137,1137,Cash,2025-07-13,10972.8
1138,1138,Card,2025-02-06,293.25
1139,1139,Card,2025-02-25,215.52
1140,1140,Card,2025-01-30,2704.09
1141,1141,Card,2024-08-20,991.45
1142,1142,Cash,2024-11-23,13984.61
1143,1143,Card,2026-05-26,8346.93
1144,1144,PayPal,2026-01-16,3148.6
1145,1145,Card,2024-09-24,2601.72
1146,1146,Cash,2025-01-22,2373.22
1147,1147,Card,2025-05-30,6726.73
1148,1148,PayPal,2024-07-27,2929.63
1149,1149,Card,2025-11-12,2479.74
1150,1150,Card,2025-01-03,5143.7
1151,1151,PayPal,2025-07-02,4362.92
1152,1152,Cash,2024-12-07,741.0
1153,1153,Card,2025-12-24,604.07
1154,1154,Card,2025-07-27,10676.56
1155,1155,Cash,2025-07-10,220.16
1156,1156,PayPal,2025-05-26,6861.73
1157,1157,Cash,2024-12-23,11668.38
1158,1158,PayPal,2025-12-23,519.87
1159,1159,Card,2025-06-29,16292.02
1160,1160,Cash,2025-08-10,3282.58
1161,1161,Card,2026-06-22,1428.32
1162,1162,Card,2025-06-30,10538.95
1163,1163,Card,2026-02-25,1264.48
1164,1164,PayPal,2025-05-17,489.21
1165,1165,Card,2025-12-17,4495.69
1166,1166,PayPal,2025-02-09,2571.83
1167,1167,Card,2024-10-31,12333.68
1168,1168,PayPal,2026-03-28,12299.68
1169,1169,Card,2024-12-13,15959.22
1170,1170,Card,2024-12-06,2604.19
1171,1171,Card,2025-11-28,6045.54
1172,1172,Card,2025-04-04,9299.88
1173,1173,Cash,2025-10-07,4986.45
1174,1174,Card,2024-08-26,1054.32
1175,1175,Card,2025-01-14,334.47
1176,1176,Card,2025-03-05,6776.42
1177,1177,PayPal,2025-08-06,16023.92
1178,1178,Card,2025-11-04,4071.76
1179,1179,Card,2026-02-19,2239.61
1180,1180,PayPal,2025-11-12,5463.25
1181,1181,Cash,2025-09-05,5312.67
1182,1182,Card,2024-12-01,16917.42
1183,1183,Card,2026-02-20,652.28
1184,1184,Card,2025-07-15,4006.16
1185,1185,Card,2024-10-17,3617.52
1186,1186,Card,2026-02-24,1311.4
1187,1187,Card,2026-06-09,433.16
1188,1188,Cash,2024-09-19,119.88
1189,1189,PayPal,2025-03-19,962.5
1190,1190,PayPal,2024-06-27,19766.86
1191,1191,Card,2026-05-03,8098.75
1192,1192,Card,2024-12-24,3982.0
1193,1193,Card,2026-04-29,11128.72
1194,1194,Card,2026-06-13,15510.21
1195,1195,Card,2025-01-08,3086.2
1196,1196,PayPal,2026-01-31,455.96
1197,1197,PayPal,2025-01-04,1453.09
1198,1198,Card,2026-02-02,5501.14
1199,1199,PayPal,2024-11-26,18082.0
1200,1200,Cash,2024-10-10,287.06
1201,1201,Cash,2025-12-24,4084.81
1202,1202,Card,2025-01-21,7359.04
1203,1203,Card,2026-04-02,1851.84
1204,1204,Card,2026-03-24,2017.74
1205,1205,PayPal,2026-06-15,459.96
1206,1206,Card,2026-06-17,10223.05
1207,1207,Card,2025-11-28,925.57
1208,1208,Card,2025-10-11,8013.63
1209,1209,Card,2024-09-03,3378.2
1210,1210,Card,2026-05-24,4420.86
1211,1211,Card,2025-01-07,4911.68
1212,1212,PayPal,2025-04-10,5725.79
1213,1213,PayPal,2024-11-05,2761.22
1214,1214,Card,2025-07-09,3288.59
1215,1215,Card,2024-10-18,5773.42
1216,1216,Card,2025-12-20,9538.03
1217,1217,Card,2026-02-09,1913.51
1218,1218,Card,2024-08-08,2989.14
1219,1219,Card,2025-06-30,9196.68
1220,1220,Card,2026-06-12,2195.88
1221,1221,Card,2025-03-09,5133.36
1222,1222,PayPal,2025-03-31,2013.12
1223,1223,Card,2026-05-27,9434.39
1224,1224,Cash,2024-10-28,5153.01
1225,1225,Card,2026-02-06,11379.33
1226,1226,Cash,2025-10-12,1709.52
1227,1227,Card,2024-12-29,16103.01
1228,1228,PayPal,2026-04-25,4254.96
1229,1229,Cash,2025-12-17,9365.16
1230,1230,PayPal,2025-01-27,12458.75
1231,1231,Cash,2025-07-04,507.55
1232,1232,Card,2025-08-23,294.82
1233,1233,Card,2024-10-12,6706.12
1234,1234,Card,2026-03-03,6257.67
1235,1235,Card,2025-05-13,3342.38
1236,1236,Card,2025-08-18,1654.92
1237,1237,Card,2024-11-05,2528.8
1238,1238,Card,2026-03-06,5000.29
1239,1239,PayPal,2025-09-13,4646.13
1240,1240,Card,2024-07-08,12351.26
1241,1241,Card,2026-04-15,9943.27
1242,1242,Cash,2026-05-28,183.06
1243,1243,Cash,2026-05-31,7536.22
1244,1244,Card,2026-06-18,2835.08
1245,1245,Card,2025-07-01,4230.44
1246,1246,Card,2026-06-11,3360.36
1247,1247,Cash,2024-09-26,878.07
1248,1248,Cash,2026-06-07,163.07
1249,1249,Card,2025-02-06,5130.14
1250,1250,Card,2025-01-12,4097.74
1251,1251,Cash,2025-02-03,2791.73
1252,1252,Card,2024-09-16,2493.72
1253,1253,PayPal,2024-10-16,455.96
1254,1254,Cash,2024-11-22,22014.79
1255,1255,Card,2026-03-30,2393.98
1256,1256,Cash,2024-08-05,6076.02
1257,1257,Card,2024-10-28,13967.03
1258,1258,Card,2025-06-03,12095.07
1259,1259,Card,2025-10-06,2459.45
1260,1260,Card,2025-11-05,2295.5
1261,1261,Card,2025-10-30,7314.17
1262,1262,Card,2025-07-11,16952.04
1263,1263,Card,2025-08-19,1715.77
1264,1264,Card,2024-11-26,1007.45
1265,1265,Card,2026-03-04,9521.2
1266,1266,Card,2025-12-27,1813.04
1267,1267,Card,2025-01-07,13093.55
1268,1268,Card,2025-11-14,3193.04
1269,1269,Card,2026-04-01,2881.65
1270,1270,Card,2025-07-12,136.14
1271,1271,Cash,2026-05-02,6683.53
1272,1272,Card,2025-04-29,5721.27
1273,1273,Card,2025-08-07,1710.8
1274,1274,PayPal,2025-02-13,259.99
1275,1275,Card,2025-05-23,1627.12
1276,1276,Card,2025-09-25,1030.92
1277,1277,Card,2024-10-20,2323.72
1278,1278,Card,2024-10-12,928.29
1279,1279,Card,2024-07-16,1357.08
1280,1280,PayPal,2024-06-27,11839.59
1281,1281,Card,2025-01-14,1085.88
1282,1282,Card,2025-03-25,5070.73
1283,1283,Card,2025-10-31,4935.97
1284,1284,Card,2025-01-28,170.65
1285,1285,PayPal,2024-11-29,14364.47
1286,1286,Card,2026-05-29,212.3
1287,1287,Card,2025-05-02,4507.57
1288,1288,Card,2024-11-30,14366.95
1289,1289,Card,2024-10-10,229.12
1290,1290,Card,2025-05-24,3323.54
1291,1291,Cash,2025-11-09,6443.44
1292,1292,PayPal,2025-02-17,727.16
1293,1293,Cash,2024-07-06,4880.19
1294,1294,Card,2025-01-12,7598.05
1295,1295,PayPal,2024-09-08,2784.94
1296,1296,Card,2025-09-30,5720.42
1297,1297,Card,2025-11-26,14911.46
1298,1298,Card,2026-05-31,2850.82
1299,1299,Card,2025-01-11,1351.86
1300,1300,Card,2025-07-16,3430.34
1301,1301,Card,2026-01-18,4716.25
1302,1302,PayPal,2025-11-30,204.21
1303,1303,Card,2025-10-13,9946.32
1304,1304,Card,2026-02-19,2044.05
1305,1305,PayPal,2025-09-01,3559.69
1306,1306,Cash,2025-07-08,2316.86
1307,1307,PayPal,2025-06-16,5389.16
1308,1308,Card,2026-03-09,1591.95
1309,1309,Card,2025-02-11,290.2
1310,1310,Cash,2025-07-13,13834.62
1311,1311,PayPal,2025-07-19,1517.92
1312,1312,Card,2025-10-06,1035.32
1313,1313,Card,2025-06-28,1341.64
1314,1314,PayPal,2026-06-20,3172.67
1315,1315,Card,2025-10-11,4950.52
1316,1316,Card,2025-01-28,12943.02
1317,1317,PayPal,2025-08-11,4948.18
1318,1318,Card,2026-02-05,15599.0
1319,1319,Card,2025-09-23,1574.3
1320,1320,Cash,2025-09-25,2714.84
1321,1321,Cash,2025-11-10,3594.52
1322,1322,Card,2026-02-12,673.64
1323,1323,PayPal,2024-12-21,6268.95
1324,1324,Card,2026-01-10,6836.61
1325,1325,Card,2024-12-02,5368.5
1326,1326,Card,2024-10-07,7492.92
1327,1327,Cash,2024-10-14,1690.81
1328,1328,Cash,2025-12-07,2449.38
1329,1329,Card,2024-11-04,949.6
1330,1330,Card,2025-03-03,8681.03
1331,1331,Card,2024-07-10,5397.24
1332,1332,Cash,2025-02-14,5491.37
1333,1333,Card,2025-09-20,237.16
1334,1334,Cash,2025-07-01,5723.62
1335,1335,PayPal,2024-12-16,3139.08
1336,1336,Cash,2026-03-18,12651.25
1337,1337,Card,2025-11-16,15066.59
1338,1338,Card,2025-01-20,3246.97
1339,1339,Card,2025-06-16,19638.27
1340,1340,PayPal,2024-12-18,852.48
1341,1341,Card,2025-01-13,11644.61
1342,1342,PayPal,2026-04-03,375.56
1343,1343,PayPal,2024-09-26,5188.37
1344,1344,PayPal,2024-08-19,1746.79
1345,1345,Cash,2025-06-25,694.14
1346,1346,Card,2025-11-18,2380.35
1347,1347,Card,2025-06-24,1941.0
1348,1348,Card,2025-07-16,8311.06
1349,1349,Card,2025-10-06,5316.38
1350,1350,Card,2025-06-12,5930.79
1351,1351,PayPal,2024-06-28,6059.85
1352,1352,Card,2025-04-30,1508.53
1353,1353,Card,2024-09-11,1688.68
1354,1354,Card,2025-03-31,2056.13
1355,1355,Card,2024-06-28,9053.8
1356,1356,Card,2025-05-15,2314.65
1357,1357,Card,2025-03-14,9903.58
1358,1358,PayPal,2024-09-25,2703.72
1359,1359,PayPal,2025-02-18,9300.18
1360,1360,Cash,2026-06-16,11064.35
1361,1361,Card,2024-12-08,4149.76
1362,1362,Card,2025-12-26,9863.76
1363,1363,Card,2026-04-17,13105.41
1364,1364,Card,2024-11-28,6244.43
1365,1365,Card,2025-06-24,8227.22
1366,1366,Card,2024-07-05,2848.26
1367,1367,Card,2026-03-12,11908.49
1368,1368,Card,2024-09-17,14591.24
1369,1369,Cash,2025-12-04,582.56
1370,1370,Cash,2025-01-02,6846.18
1371,1371,Card,2025-09-24,10412.17
1372,1372,Card,2025-09-07,217.2
1373,1373,PayPal,2025-06-27,1526.07
1374,1374,Card,2025-07-09,7691.79
1375,1375,Cash,2024-08-21,12551.16
1376,1376,Card,2025-09-18,2284.02
1377,1377,Card,2026-02-12,15337.36
1378,1378,Card,2026-06-16,16943.29
1379,1379,PayPal,2024-07-22,18069.91
1380,1380,Card,2025-08-09,4725.14
1381,1381,Card,2024-12-29,6692.85
1382,1382,PayPal,2024-08-29,3655.94
1383,1383,PayPal,2025-05-15,6971.16
1384,1384,Cash,2024-06-28,5951.68
1385,1385,PayPal,2025-08-24,1707.64
1386,1386,Card,2025-01-30,104.79
1387,1387,Card,2026-03-06,1933.41
1388,1388,Card,2025-08-02,302.62
1389,1389,Card,2024-12-13,139.72
1390,1390,Card,2025-06-25,4006.14
1391,1391,Card,2025-01-23,632.82
1392,1392,Card,2026-03-17,14974.81
1393,1393,Card,2025-01-12,398.15
1394,1394,Card,2025-12-31,3492.09
1395,1395,PayPal,2025-01-25,14757.59
1396,1396,PayPal,2025-08-13,2058.15
1397,1397,PayPal,2025-11-26,889.29
1398,1398,Card,2025-08-05,4493.54
